cooperative_id,name,desa,kecamatan,latitude,longitude,potensi,usaha,jenis_koperasi
55330,KOPERASI DESA MERAH PUTIH GRAJEGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,GRAJEGAN,TAWANGSARI,-7.73501536,110.77381120,"Padi, Kambing, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GRAJEGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
55403,KOPERASI DESA MERAH PUTIH DALANGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,DALANGAN,TAWANGSARI,-7.72390180,110.81430060,"Padi, Pisang",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DALANGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
55551,KOPERASI DESA MERAH PUTIH WATUBONANG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,WATUBONANG,TAWANGSARI,-7.74785500,110.76442400,"Padi, Wisata Alam Religi Gunung Taruwongso, Peternakan Skala Rumahan","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WATUBONANG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH WATUBONANG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi"
62586,KOPERASI DESA MERAH PUTIH TAMBAKBOYO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,TAMBAKBOYO,TAWANGSARI,-7.68605638,110.77451370,"Padi, Sapi, Kambing, Domba",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TAMBAKBOYO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
63446,KOPERASI DESA MERAH PUTIH TANGKISAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,TANGKISAN,TAWANGSARI,-7.70780169,110.79356430,Padi,KDMP Tangkisan,Pengadaan Sembako
65223,KOPERASI DESA MERAH PUTIH KATEGUHAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,KATEGUHAN,TAWANGSARI,-7.73081267,110.79257000,"Padi, Jagung, Sapi, Kambing, Ayam, Perikanan","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KATEGUHAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO, Agen Laku Pandai KDMP Kateguhan","Pengadaan Sembako, Kantor Koperasi"
69989,KOPERASI DESA MERAH PUTIH PONOWAREN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,PONOWAREN,TAWANGSARI,-7.71856497,110.77770850,Padi,"GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH PONOWAREN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PONOWAREN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi"
55271,KOPERASI DESA MERAH PUTIH TEMPEL KECAMATAN GATAK KABUPATEN SUKOHARJO,TEMPEL,GATAK,-7.58062260,110.71470090,"Kambing, Padi",KDMP TEMPEL KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
58150,KOPERASI DESA MERAH PUTIH KAGOKAN KECAMATAN GATAK KABUPATEN SUKOHARJO,KAGOKAN,GATAK,-7.59275592,110.72173980,"Padi, Jagung, Cabai, Bebek",KDMP Kagokan Kecamatan Gatak Kabupaten Sukoharjo,Pengadaan Sembako
58609,KOPERASI DESA MERAH PUTIH KLASEMAN KECAMATAN GATAK KABUPATEN SUKOHARJO,KLASEMAN,GATAK,-7.58652552,110.72556470,"Kambing, Padi, Penanaman Jagung, Tanaman Tembakau, Cabai Lokal, Sapi Ternak, Ternak Domba, Ayam Kampung, Peternak Bebek","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KLASEMAN KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KLASEMAN KECAMATAN GATAK KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi"
58668,KOPERASI DESA MERAH PUTIH LUWANG KECAMATAN GATAK KABUPATEN SUKOHARJO,LUWANG,GATAK,-7.58880047,110.73796760,"Padi, Perikanan",Kanto KDMP Luwang,"Pengadaan Sembako, Kantor Koperasi"
62137,KOPERASI DESA MERAH PUTIH SANGGUNG KECAMATAN GATAK KABUPATEN SUKOHARJO,SANGGUNG,GATAK,-7.59163056,110.71065820,"Padi, Usaha Kuliner Warung Makan, Tanaman Tembakau, Peternakan Unggas Ayam Bebek Dll",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SANGGUNG KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
62767,KOPERASI DESA MERAH PUTIH JATI KECAMATAN GATAK KABUPATEN SUKOHARJO,JATI,GATAK,-7.59716444,110.76335490,"Padi, Kacang Tanah, Kacang Hijau, Pisang, Kerbau, Bebek, Kambing, Ayam",-,Pengadaan Sembako
63271,KOPERASI DESA MERAH PUTIH WIRONANGGAN KECAMATAN GATAK KABUPATEN SUKOHARJO,WIRONANGGAN,GATAK,-7.57364089,110.72974680,"Padi, Cabai","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WIRONANGGAN KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH WIRONANGGAN KECAMATAN GATAK KABUPATEN SUKOHARJO, KANTOR DESA WIRONANGGAN, GERAI SEMENTARA KDMP WIRONANGGAN","Pengadaan Sembako, Kantor Koperasi, Pergudangan / Cold Storage"
65157,KOPERASI DESA MERAH PUTIH GENENG KECAMATAN GATAK KABUPATEN SUKOHARJO,GENENG,GATAK,-7.60619583,110.75836570,"Padi, Kambing, Ayam, Perikanan",GERAI KANTOR KOPERASI DESA MERAH PUTIH GENENG KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
65311,KOPERASI DESA MERAH PUTIH KRAJAN KECAMATAN GATAK KABUPATEN SUKOHARJO,KRAJAN,GATAK,-7.61123106,110.75202040,"Padi, Jagung, Kacang Tanah, Kacang Hijau, Sapi, Kerbau, Kambing, Domba, Ayam, Bebek",-,Pengadaan Sembako
65369,KOPERASI DESA MERAH PUTIH TROSEMI KECAMATAN GATAK KABUPATEN SUKOHARJO,TROSEMI,GATAK,-7.59151262,110.75398130,"Padi, Jagung, Kacang Tanah, Kacang Hijau, Kentang, Tomat, Alpukat, Sapi, Kambing, Ayam",KOPERASI DESA MERAH PUTIH TROSEMI KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
65370,KOPERASI DESA MERAH PUTIH TRANGSAN KECAMATAN GATAK KABUPATEN SUKOHARJO,TRANGSAN,GATAK,-7.58057185,110.74468080,"Padi, Jagung, Ubi Kayu, Ubi Jalar, Kacang Tanah, Kacang Hijau, Cabai, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Bebek, Itik, Perikanan",-,Pengadaan Sembako
65383,KOPERASI DESA MERAH PUTIH SRATEN KECAMATAN GATAK KABUPATEN SUKOHARJO,SRATEN,GATAK,-7.57522598,110.72188430,"Tanaman Padi, Jagung Manis","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SRATEN KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH SRATEN KECAMATAN GATAK KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi"
69441,KOPERASI DESA MERAH PUTIH BLIMBING KECAMATAN GATAK KABUPATEN SUKOHARJO,BLIMBING,GATAK,-7.59298110,110.73108914,"Bebek, Padi, Jagung, Ubi Kayu, Ubi Jalar, Kacang Hijau, Cabai, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Itik, Perikanan","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH BLIMBING KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BLIMBING KECAMATAN GATAK KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi"
56364,KOPERASI DESA MERAH PUTIH BENTAKAN KECAMATAN BAKI KABUPATEN SUKOHARJO,BENTAKAN,BAKI,-7.62133768,110.78206270,"Kambing, Ayam, Bebek, Padi",-,Pengadaan Sembako
61833,KOPERASI DESA MERAH PUTIH KUDU KECAMATAN BAKI KABUPATEN SUKOHARJO,KUDU,BAKI,-7.61357814,110.79209820,"Padi, Jagung, Cabai, Kambing, Ayam",GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KUDU KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
62163,KOPERASI DESA MERAH PUTIH JETIS KECAMATAN BAKI KABUPATEN SUKOHARJO,JETIS,BAKI,-7.61731383,110.76782090,"Padi, Kambing, Bebek",KOPERASI DESA MERAH PUTIH JETIS KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
62306,KOPERASI DESA MERAH PUTIH WARU KECAMATAN BAKI KABUPATEN SUKOHARJO,WARU,BAKI,-7.58758845,110.76402080,"Padi, Jagung, Ubi Kayu, Cabai, Melon, Kambing, Domba, Ayam, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WARU KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
62619,KOPERASI DESA MERAH PUTIH MENURAN KECAMATAN BAKI KABUPATEN SUKOHARJO,MENURAN,BAKI,-7.61032210,110.77495990,"Padi, Jagung, Ayam, Bebek",-,Pengadaan Sembako
62931,KOPERASI DESA MERAH PUTIH MANCASAN KECAMATAN BAKI KABUPATEN SUKOHARJO,MANCASAN,BAKI,-7.63049190,110.78363360,"Padi, Cabai, Pisang, Mangga, Sapi, Kerbau, Kambing, Domba, Ayam, Bebek","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MANCASAN KECAMATAN BAKI KABUPATEN SUKOHARJO, Agen Laku Pandai","Pengadaan Sembako, Kantor Koperasi"
63471,KOPERASI DESA MERAH PUTIH KADILANGU KECAMATAN BAKI KABUPATEN SUKOHARJO,KADILANGU,BAKI,-7.60361566,110.78838950,Padi,Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi"
65250,KOPERASI DESA MERAH PUTIH SIWAL KECAMATAN BAKI KABUPATEN SUKOHARJO,SIWAL,BAKI,-7.59101321,110.77738260,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SIWAL KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
65372,KOPERASI DESA MERAH PUTIH NGROMBO KECAMATAN BAKI KABUPATEN SUKOHARJO,NGROMBO,BAKI,-7.63620160,110.78716310,"Padi, Jagung, Sapi, Kambing, Domba, Ayam, Bebek",-,Pengadaan Sembako
65374,KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO,GEDONGAN,BAKI,-7.62393800,110.76911900,"Padi, Sapi, Kambing, Domba, Ayam, Bebek, Itik","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, GERAI KLINIK KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, GERAI LOGISTIK KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, Kantor Koperasi","Pengadaan Sembako, Usaha Simpan Pinjam, Klinik Desa/Kelurahan, Logistik Desa/Kelurahan, Kantor Koperasi"
68289,KOPERASI DESA MERAH PUTIH GENTAN KECAMATAN BAKI KABUPATEN SUKOHARJO,GENTAN,BAKI,-7.57950430,110.78322400,"Cabai, Tanaman Obat, Ayam, Perikanan","Klikgentan.id, GentaPOS, Kantor Koperasi Desa Merah Putih Gentan Kec. Baki Kab. Sukoharjo","Pengadaan Sembako, Kantor Koperasi"
68825,KOPERASI DESA MERAH PUTIH PURBAYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,PURBAYAN,BAKI,-7.57600924,110.77139540,"Padi, Jagung, Cabai, Melon, Kambing, Domba, Ayam, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PURBAYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
69964,KOPERASI DESA MERAH PUTIH DUWET KECAMATAN BAKI KABUPATEN SUKOHARJO,DUWET,BAKI,-7.59837764,110.77247770,Padi,"GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH DUWET KECAMATAN BAKI KABUPATEN SUKOHARJO, Kantor KDMP Duwet","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi"
70215,KOPERASI DESA MERAH PUTIH BAKIPANDEYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,BAKIPANDEYAN,BAKI,-7.59667538,110.78635310,"Padi, Cabai, Kambing, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BAKIPANDEYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
