cooperative_id,name,desa,kecamatan,latitude,longitude,potensi,usaha,jenis_koperasi
32337,KOPERASI KELURAHAN MERAH PUTIH MANDAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,MANDAN,SUKOHARJO,-7.70347461,110.83660300,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH MANDAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
32376,KOPERASI KELURAHAN MERAH PUTIH BEGAJAH KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,BEGAJAH,SUKOHARJO,-7.70246470,110.85550440,Pertanian Padi,Kantor Koperasi Kelurahan Merah Putih Begajah,"Pengadaan Sembako, Kantor Koperasi"
52828,KOPERASI KELURAHAN MERAH PUTIH KRIWEN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,KRIWEN,SUKOHARJO,-7.68719846,110.80024880,-,Kantor Koperasi,Kantor Koperasi
52917,KOPERASI KELURAHAN MERAH PUTIH BULAKREJO KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,BULAKREJO,SUKOHARJO,-7.64893481,110.82457500,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH BULAKREJO KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
52932,KOPERASI KELURAHAN MERAH PUTIH KENEP KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,KENEP,SUKOHARJO,-7.69943552,110.80948750,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH KENEP KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
52934,KOPERASI KELURAHAN MERAH PUTIH SONOREJO KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,SONOREJO,SUKOHARJO,-7.65312906,110.79782977,"Pertanian Sawah, Sentra Perajin Wayang Kulit, Ternak Kambing Domba, Agen Laku Pandai Bni Agen 46","GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH SONOREJO KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO, Agen Laku Pandai KKMP Sonorejo","Pengadaan Sembako, Kantor Koperasi, Usaha Simpan Pinjam"
55333,KOPERASI KELURAHAN MERAH PUTIH GAYAM KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,GAYAM,SUKOHARJO,-7.68981940,110.84952600,Lapangan Olah Raga,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH GAYAM KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
55407,KOPERASI KELURAHAN MERAH PUTIH JOHO KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,JOHO,SUKOHARJO,-7.69128052,110.83919220,"UMKM, Padi Sawah",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi"
56019,KOPERASI KELURAHAN MERAH PUTIH BANMATI KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,BANMATI,SUKOHARJO,-7.70427276,110.81907040,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH BANMATI KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
57472,KOPERASI KELURAHAN MERAH PUTIH DUKUH KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,DUKUH,SUKOHARJO,-7.66903113,110.80292950,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH DUKUH KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
57512,KOPERASI KELURAHAN MERAH PUTIH JETIS KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,JETIS,SUKOHARJO,-7.68712040,110.82490500,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH JETIS KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
58050,KOPERASI KELURAHAN MERAH PUTIH BULAKAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,BULAKAN,SUKOHARJO,-7.67643913,110.78989070,-,"GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH BULAKAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI KELURAHAN MERAH PUTIH BULAKAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO","Kantor Koperasi, Pengadaan Sembako"
61826,KOPERASI KELURAHAN MERAH PUTIH SUKOHARJO KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,SUKOHARJO,SUKOHARJO,-7.67138826,110.82456170,-,"Koperasi Kelurahan Merah Putih Sukoharjo, Gerai Sembako (Embrio KopHub)","Kantor Koperasi, Pengadaan Sembako"
66646,KOPERASI KELURAHAN MERAH PUTIH COMBONGAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,COMBONGAN,SUKOHARJO,-7.68344258,110.81407230,-,GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH COMBONGAN KECAMATAN SUKOHARJO KABUPATEN SUKOHARJO,Kantor Koperasi
32518,KOPERASI DESA MERAH PUTIH CEMANI KECAMATAN GROGOL KABUPATEN SUKOHARJO,CEMANI,GROGOL,-7.58244528,110.80576630,-,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH CEMANI KECAMATAN GROGOL KABUPATEN SUKOHARJO,Kantor Koperasi
36810,KOPERASI DESA MERAH PUTIH LANGENHARJO KECAMATAN GROGOL KABUPATEN SUKOHARJO,LANGENHARJO,GROGOL,-7.61261159,110.81070790,"Padi, Sapi, Kambing",-,Pengadaan Sembako
38321,KOPERASI DESA MERAH PUTIH BANARAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,BANARAN,GROGOL,-7.57719605,110.79428420,Padi,"GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BANARAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH BANARAN KECAMATAN GROGOL KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi"
47164,KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN GROGOL KABUPATEN SUKOHARJO,PONDOK,GROGOL,-7.62206370,110.79700560,"Pertanian Padi, Umkm Makanan Siap Saji, Pembuatan Batu Bata Batu Merah, Jagung Pakan, Umkm Pembuatan Tempe, Pengrajin, Pabrik Pembuatan Roti, Konveksi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN GROGOL KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
47221,KOPERASI DESA MERAH PUTIH PARANGJORO KECAMATAN GROGOL KABUPATEN SUKOHARJO,PARANGJORO,GROGOL,-7.63653140,110.80670350,"Pisang, Melon",Gerai Koperasi Desa Merah Putih Parangjoro,"Pengadaan Sembako, Kantor Koperasi"
47269,KOPERASI DESA MERAH PUTIH PANDEYAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,PANDEYAN,GROGOL,-7.63228000,110.83733100,"Kebun Jagung, Peternakan Sapi, Perikanan, Pedagang Umkm, Padi","KIOS PANGAN MURAH KOPERASI DESA MERAH PUTIH PANDEYAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, Koperasi desa merah putih pandeyan","Pengadaan Sembako, Kantor Koperasi"
47972,KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,TELUKAN,GROGOL,-7.62107865,110.82379610,"Sapi, Tanaman Obat, Perikanan, Padi, Kambing","UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, KDMP TELUKAN, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, GERAI GAS ELPIJI 3 KG, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TELUKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi"
56628,KOPERASI DESA MERAH PUTIH KADOKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,KADOKAN,GROGOL,-7.59833659,110.82815167,"Padi, Kambing, Sapi","UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH KADOKAN KECAMATAN GROGOL KABUPATEN SUKOHARJO, Kantor Koperasi, Laku Pandai","Pengadaan Sembako, Kantor Koperasi"
56648,KOPERASI DESA MERAH PUTIH KWARASAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,KWARASAN,GROGOL,-7.59320981,110.80956300,"Kambing, Padi, Perdagangan","APOTEK KDMP DESA KWARASAN, GERAI KELONTONG, KANTOR KDMP DESA KWARASAN","Pengadaan Sembako, Apotek Desa/Kelurahan, Kantor Koperasi"
56667,KOPERASI DESA MERAH PUTIH SANGGRAHAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,SANGGRAHAN,GROGOL,-7.59109390,110.79941300,"Padi, Umkm Pembuatan Tempe",-,Pengadaan Sembako
56670,KOPERASI DESA MERAH PUTIH MANANG KECAMATAN GROGOL KABUPATEN SUKOHARJO,MANANG,GROGOL,-7.59033611,110.79040830,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MANANG KECAMATAN GROGOL KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
58002,KOPERASI DESA MERAH PUTIH MADEGONDO KECAMATAN GROGOL KABUPATEN SUKOHARJO,MADEGONDO,GROGOL,-7.60090404,110.81408950,"Sapi, Kambing",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi"
58687,KOPERASI DESA MERAH PUTIH GEDANGAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,GEDANGAN,GROGOL,-7.60549058,110.80126980,"Sapi, Kambing, Domba, Ayam, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GEDANGAN KECAMATAN GROGOL KABUPATEN SUKOHARJO,Kantor Koperasi
58714,KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN GROGOL KABUPATEN SUKOHARJO,GROGOL,GROGOL,-7.60428160,110.81280740,Ayam,Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi"
32762,KOPERASI DESA MERAH PUTIH DALEMAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,DALEMAN,NGUTER,-7.72701493,110.85869790,"Padi, Kambing, Ayam, Bebek, Itik",Koperasi Desa Merah Putih Daleman,"Pengadaan Sembako, Kantor Koperasi"
36838,KOPERASI DESA MERAH PUTIH KEPUH KECAMATAN NGUTER KABUPATEN SUKOHARJO,KEPUH,NGUTER,-7.71453939,110.85959460,Padi,Kantor Koperasi Desa Meras Putih,"Pengadaan Sembako, Kantor Koperasi"
36937,KOPERASI DESA MERAH PUTIH LAWU KECAMATAN NGUTER KABUPATEN SUKOHARJO,LAWU,NGUTER,-7.73454140,110.85043250,"Padi, Sapi, Kambing, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH LAWU KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
37031,KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN NGUTER KABUPATEN SUKOHARJO,PONDOK,NGUTER,-7.71468952,110.83936980,"Padi, Domba, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PONDOK KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
38425,KOPERASI DESA MERAH PUTIH CELEP KECAMATAN NGUTER KABUPATEN SUKOHARJO,CELEP,NGUTER,-7.73391904,110.91617750,Padi,KANTOR KOPERASI DESA MERAH PUTIH CELEP KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
41729,KOPERASI DESA MERAH PUTIH PENGKOL KECAMATAN NGUTER KABUPATEN SUKOHARJO,PENGKOL,NGUTER,-7.74270029,110.90464580,Kambing,Kantor Koperasi Desa Merah Putih Pengkol Kecamatan Nguter Kabupaten Sukoharjo,"Kantor Koperasi, Pengadaan Sembako"
43877,KOPERASI DESA MERAH PUTIH TANJUNG KECAMATAN NGUTER KABUPATEN SUKOHARJO,TANJUNG,NGUTER,-7.72213390,110.82867040,"Ikan Lele, Alpukat, Melon, Kambing, Itik, Sayuran Cabai Tomat Terong Hidroponik, Padi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TANJUNG KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
44790,KOPERASI DESA MERAH PUTIH GUPIT KECAMATAN NGUTER KABUPATEN SUKOHARJO,GUPIT,NGUTER,-7.73988395,110.89030580,Padi,-,Pengadaan Sembako
50138,KOPERASI DESA MERAH PUTIH BARAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,BARAN,NGUTER,-7.74310292,110.85904390,"Padi, Perikanan",GERAI KANTOR KOPERASI DESA MERAH PUTIH BARAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
52750,KOPERASI DESA MERAH PUTIH JURON KECAMATAN NGUTER KABUPATEN SUKOHARJO,JURON,NGUTER,-7.72361057,110.93041480,Padi,Gerai Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi"
52826,KOPERASI DESA MERAH PUTIH NGUTER KECAMATAN NGUTER KABUPATEN SUKOHARJO,NGUTER,NGUTER,-7.74226607,110.87327300,"Padi, Kambing, Ayam, Perikanan",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi"
52884,KOPERASI DESA MERAH PUTIH PLESAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,PLESAN,NGUTER,-7.72090826,110.89562720,Padi,"GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH PLESAN KECAMATAN NGUTER KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PLESAN KECAMATAN NGUTER KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi"
52949,KOPERASI DESA MERAH PUTIH KEDUNGWINONG KECAMATAN NGUTER KABUPATEN SUKOHARJO,KEDUNGWINONG,NGUTER,-7.72337642,110.87663940,"Padi, Jagung, Tomat, Pisang, Mangga, Alpukat, Melon, Bebek, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KEDUNGWINONG KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
56622,KOPERASI DESA MERAH PUTIH TANJUNGREJO KECAMATAN NGUTER KABUPATEN SUKOHARJO,TANJUNGREJO,NGUTER,-7.76556664,110.93233940,Perikanan,KANTOR KOPERASI DESA MERAH PUTIH TANJUNGREJO KECAMATAN NGUTER KABUPATEN SUKOHARJO,Kantor Koperasi
56645,KOPERASI DESA MERAH PUTIH SERUT KECAMATAN NGUTER KABUPATEN SUKOHARJO,SERUT,NGUTER,-7.73890569,110.93291460,Padi,Kantor Koperasi Desa Merah Putih Serut Kecamatan Nguter Kabupaten Sukoharjo,"Pengadaan Sembako, Kantor Koperasi"
56672,KOPERASI DESA MERAH PUTIH JANGGLENGAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,JANGGLENGAN,NGUTER,-7.75343957,110.92197980,"Padi, Jagung, Cabai",KANTOR KOPERASI KOPERASI DESA MERAH PUTIH JANGGLENGAN KECAMATAN NGUTER KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
36906,KOPERASI KELURAHAN MERAH PUTIH JOMBOR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,JOMBOR,BENDOSARI,-7.66871375,110.84020710,Sarana Olahraga,Kantor Koperasi Kelurahan Merah Putih Jombor,Kantor Koperasi
48639,KOPERASI DESA MERAH PUTIH MOJOREJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MOJOREJO,BENDOSARI,-7.70119500,110.91657300,Padi,Kantor Koperasi Desa Merah Putih Mojorejo,"Pengadaan Sembako, Kantor Koperasi"
49499,KOPERASI DESA MERAH PUTIH SUGIHAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,SUGIHAN,BENDOSARI,-7.67249032,110.86687730,"Padi, Kambing",Kantor KDMP Sugihan,"Pengadaan Sembako, Kantor Koperasi"
50292,KOPERASI DESA MERAH PUTIH MERTAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MERTAN,BENDOSARI,-7.68641360,110.89320850,"Padi, Jagung",Kantor Koperasi Desa Merah Putih Mertan,"Pengadaan Sembako, Kantor Koperasi"
55399,KOPERASI DESA MERAH PUTIH GENTAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,GENTAN,BENDOSARI,-7.65562800,110.85526800,"Padi, Jagung, Kedelai, Ubi Kayu, Ubi Jalar, Kacang Tanah, Kacang Hijau, Cabai, Bawang, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Bebek, Itik, Perikanan",Kantor Koperasi Desa Merah Putih Gentan Kecamatan Bendosari Kabupaten Sukoharjo,"Pengadaan Sembako, Kantor Koperasi"
58658,KOPERASI DESA MERAH PUTIH SIDOREJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,SIDOREJO,BENDOSARI,-7.65823375,110.84405030,"Padi, Kambing, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SIDOREJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
63262,KOPERASI DESA MERAH PUTIH TORIYO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,TORIYO,BENDOSARI,-7.67896133,110.85740330,"Padi, Ubi Jalar, Perikanan",Kantor Koperasi Desa Merah Putih Toriyo Kecamatan Bendosari Kabupaten Sukoharjo,"Pengadaan Sembako, Kantor Koperasi"
65294,KOPERASI DESA MERAH PUTIH PUHGOGOR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,PUHGOGOR,BENDOSARI,-7.70298900,110.93687100,Padi,Koperasi Desa Merah Putih Puhgogor,"Pengadaan Sembako, Kantor Koperasi"
65371,KOPERASI DESA MERAH PUTIH MULUR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MULUR,BENDOSARI,-7.69626470,110.87466980,"Padi, Ayam, Bimbingan Belajar Les Privat, Ikan Nila Bawal Lele Gurame Dan Mujair, Peternakan Sapi, Aneka Buah Buahan, Wisata Rekreasi Air, Sayur Sayuran, Umkm Lokal, Peternakan Kambing","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MULUR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH MULUR KECAMATAN BENDOSARI KABUPATEN SUKOHARJO, KIOS PUPUK","Pengadaan Sembako, Kantor Koperasi"
65373,KOPERASI DESA MERAH PUTIH JAGAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,JAGAN,BENDOSARI,-7.70631764,110.88346530,"Padi, Jagung, Kacang Tanah, Sapi, Kambing, Ayam, Bebek",kantor kopersi,"Pengadaan Sembako, Kantor Koperasi"
65380,KOPERASI DESA MERAH PUTIH MANISHARJO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,MANISHARJO,BENDOSARI,-7.71195089,110.91049230,Padi,Kantor Koperasi Desa Merah Putih Manisharjo,"Pengadaan Sembako, Kantor Koperasi"
65381,KOPERASI DESA MERAH PUTIH CABEYAN KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,CABEYAN,BENDOSARI,-7.71259520,110.93384670,"Padi, Jagung, Kedelai, Ubi Kayu, Ubi Jalar, Kacang Tanah, Kacang Hijau, Cabai, Bawang, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kambing, Ayam, Bebek, Itik, Perikanan",KDMP CABEYAN,Pengadaan Sembako
69987,KOPERASI DESA MERAH PUTIH PALUHOMBO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,PALUHOMBO,BENDOSARI,-7.68854226,110.93972040,"Jagung, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PALUHOMBO KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
70912,KOPERASI DESA MERAH PUTIH BENDOSARI KECAMATAN BENDOSARI KABUPATEN SUKOHARJO,BENDOSARI,BENDOSARI,-7.68110200,110.92712000,"Padi, Jagung, Sapi",-,Pengadaan Sembako
41703,KOPERASI DESA MERAH PUTIH KERTONATAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,KERTONATAN,KARTASURA,-7.54730203,110.72069370,"Perikanan, Padi, Jagung, Ubi Kayu, Ubi Jalar, Kacang Tanah, Cabai, Bawang, Tomat, Pisang, Mangga, Tanaman Obat, Kambing, Domba, Ayam, Bebek, Itik","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH KERTONATAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, Kantor Koperasi, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KERTONATAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi"
47610,KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO,KARTASURA,KARTASURA,-7.55500594,110.74052600,-,"UNIT USAHA LAINNYA KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI APOTEK KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KLINIK KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO","Apotek Desa/Kelurahan, Klinik Desa/Kelurahan, Pengadaan Sembako, Usaha Simpan Pinjam, Pergudangan / Cold Storage, Kantor Koperasi"
52844,KOPERASI KELURAHAN MERAH PUTIH NGADIREJO KECAMATAN KARTASURA KABUPATEN SUKOHARJO,NGADIREJO,KARTASURA,-7.56154856,110.74971620,-,Kantor KKMP,Kantor Koperasi
55315,KOPERASI DESA MERAH PUTIH PUCANGAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,PUCANGAN,KARTASURA,-7.55400330,110.73259870,Padi,Kantor KDMP,"Pengadaan Sembako, Kantor Koperasi"
55338,KOPERASI DESA MERAH PUTIH NGABEYAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,NGABEYAN,KARTASURA,-7.54409640,110.73639470,"Padi, Jagung, Kacang Hijau, Cabai, Tanaman Obat, Kerbau, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH NGABEYAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
55458,KOPERASI DESA MERAH PUTIH GUMPANG KECAMATAN KARTASURA KABUPATEN SUKOHARJO,GUMPANG,KARTASURA,-7.56805313,110.75956000,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GUMPANG KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
55475,KOPERASI DESA MERAH PUTIH WIROGUNAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,WIROGUNAN,KARTASURA,-7.54310240,110.72767030,"Padi, Jagung, Ubi Jalar, Kacang Tanah, Cabai, Bawang, Pisang, Tanaman Obat, Kambing, Domba, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WIROGUNAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi"
