cooperative_id,rata_jarak_antar_kopdes_m,kepadatan_jaringan_jalan,Kepadatan_Komersial_UMKM,Jarak_Min_Komersial_m,Kepadatan_Logistik_Eksternal,Jarak_Min_Logistik_m,Kepadatan_Bank_Besar,Jarak_Min_Bank_m,Kepadatan_Keuangan_Mikro,Jarak_Min_Keuangan_Mikro_m,populasi,persenatase perempuan,rata-rata usia,jumlah_kk,luas_km2,rata-rata anggota keluarga,kepadatan penduduk (jiwa/km2),ruas 100,ruas 200,ruas 300,ruas 400,ruas 500,ruas 600,ruas 700,ruas 800,ruas 900,ruas 1000,Peserta Keluarga Berencana,Bukan Peserta Keluarga Berencana,Tanaman Pangan,Rumah Tangga Usaha Pertanian,Usaha Pertanian Perorangan,Pendapatan_Asli_Desa_Rp
61945,13764.885070769542,0.0090243590198125,287,29.42,0,1500.0,9,243.29,0,1500.0,3289.0,49.83,37.71,1172.0,5.72,2.81,575.0,377.44,2151.01,4411.21,7407.57,11199.8,14482.0,16795.64,19608.32,23231.31,28350.86,233.0,134.0,227.0,576.0,595.0,79500000.0
62232,13596.172295268649,0.0089621835497443,155,96.9,0,1500.0,1,533.42,0,1500.0,3021.0,50.35,37.9,1077.0,3.15,2.81,959.05,249.52,1029.82,2746.22,5997.37,9576.76,12612.74,15990.82,19554.35,24074.15,28155.53,206.0,149.0,248.0,388.0,398.0,90000000.0
49512,17515.81174290353,0.0105756390670304,332,57.79,0,1500.0,8,390.97,1,670.31,4693.0,51.57,37.95,1681.0,3.38,2.79,1388.46,0.0,281.86,1166.08,2386.08,4140.6,7274.83,12350.07,18464.64,25372.79,33224.35,420.0,165.0,712.0,849.0,854.0,363200000.0
49694,16076.0588892972,0.0119776413269246,438,9.76,0,1500.0,3,622.1,0,1500.0,5426.0,49.72,36.07,1872.0,3.7,2.9,1466.49,275.0,767.62,2051.28,4934.94,9191.89,14062.37,19611.7,24902.23,31327.96,37628.87,330.0,281.0,300.0,696.0,698.0,96000000.0
52720,18072.091735930364,0.010861583203987,296,218.9,0,1500.0,6,290.08,1,863.18,3877.0,50.27,38.34,1396.0,2.79,2.78,1389.61,0.0,253.92,1098.35,3309.54,6500.11,10835.02,15437.17,21863.13,28641.25,34122.67,349.0,128.0,591.0,697.0,702.0,336000000.0
52817,15403.530330199934,0.0066158768152995,221,326.7,0,1500.0,11,727.45,0,1500.0,4159.0,49.7,37.77,1491.0,3.14,2.79,1324.52,0.0,341.68,723.96,1505.53,2423.8,3375.47,5160.29,8737.67,14195.96,20784.39,363.0,162.0,525.0,660.0,669.0,450080000.0
52926,16916.24474584483,0.010434236266291,75,120.27,0,1500.0,0,1500.0,0,1500.0,3800.0,49.66,37.93,1364.0,2.92,2.79,1301.37,196.43,510.61,1189.67,2079.56,3759.28,6542.35,10992.93,17925.72,25813.55,32780.12,394.0,119.0,497.0,623.0,628.0,218080000.0
52953,16543.049268539446,0.0067075214146306,167,129.33,0,1500.0,0,1500.0,0,1500.0,4337.0,50.15,36.98,1551.0,5.57,2.8,778.64,0.0,83.71,755.49,2153.38,4191.58,6533.01,9719.03,13846.66,17289.99,21072.3,454.0,113.0,355.0,800.0,809.0,62200000.0
52961,18678.32462213147,0.0097162214729273,327,72.1,0,1500.0,3,72.1,0,1500.0,5418.0,49.85,36.91,1891.0,3.21,2.87,1687.85,0.0,743.63,1945.75,3539.09,6184.01,9426.19,12926.65,18541.77,24949.53,30524.41,672.0,137.0,440.0,862.0,881.0,107600000.0
56593,20114.186477748342,0.0117190622908832,310,21.18,0,1500.0,7,404.38,0,1500.0,4625.0,50.14,37.66,1678.0,3.34,2.76,1384.73,754.5,3103.34,5972.14,10266.24,13863.22,17467.05,21910.86,27091.25,31935.32,36816.52,505.0,191.0,698.0,830.0,842.0,223820000.0
56620,19195.577426037347,0.0,229,247.83,0,1500.0,8,300.31,0,1500.0,3306.0,50.64,38.28,1240.0,2.11,2.67,1566.82,330.74,677.08,1233.51,1784.63,2656.96,3747.53,6435.6,10967.44,16250.6,22778.5,357.0,104.0,413.0,574.0,581.0,289000000.0
56629,19054.71575200592,0.0112529292935557,326,12.23,0,1500.0,3,344.25,0,1500.0,3652.0,49.37,37.12,1269.0,2.61,2.88,1399.23,620.3,2671.74,5175.94,7663.01,10234.49,14561.42,18361.13,24410.57,29679.17,35352.12,357.0,81.0,420.0,593.0,593.0,335650000.0
60425,17582.67489952089,0.009639970339692,337,106.02,0,1500.0,5,205.1,0,1500.0,5339.0,50.05,36.91,1814.0,3.05,2.94,1750.49,113.85,635.13,959.56,1385.04,2972.33,7150.3,12105.15,16638.07,22484.91,30284.86,544.0,146.0,531.0,1004.0,1014.0,117400000.0
61546,19018.4350684986,0.0100946696459078,249,36.51,0,1500.0,1,521.05,0,1500.0,3366.0,50.21,38.38,1214.0,2.26,2.77,1489.38,699.56,2098.31,3850.87,6672.45,9486.52,12852.31,15593.26,19789.52,25240.56,31713.34,372.0,121.0,537.0,737.0,741.0,153400000.0
65389,15294.632125518036,0.0108076328613777,254,75.09,0,1500.0,1,799.06,0,1500.0,5858.0,50.41,37.94,2149.0,4.75,2.73,1233.26,225.78,1043.18,2595.68,4601.81,7198.52,11474.02,15854.07,20606.98,26587.69,33953.18,619.0,227.0,518.0,921.0,928.0,313175000.0
50642,12614.371535158503,0.0171641062180306,681,40.73,0,1500.0,12,206.52,0,1500.0,6080.0,50.44,35.39,2107.0,2.08,2.89,2923.08,651.35,2688.22,5924.37,9270.04,14295.36,20527.01,27910.72,35808.84,44334.33,53922.63,688.0,332.0,183.0,294.0,294.0,428800000.0
51937,15313.353954963432,0.0224422634549507,884,29.4,0,1500.0,20,155.99,0,1500.0,5792.0,49.72,36.04,1984.0,1.68,2.92,3447.62,705.34,3597.39,8077.59,14524.13,22124.9,30985.81,41214.57,49923.23,59008.4,70504.45,741.0,276.0,58.0,105.0,106.0,304600000.0
52974,15229.700030124724,0.0148056941586143,604,27.41,0,1500.0,10,47.23,1,223.22,5130.0,50.97,35.08,1717.0,2.31,2.99,2220.78,594.18,1967.66,3802.75,6418.23,10270.48,15754.91,23351.5,30014.72,37434.16,46513.46,619.0,365.0,178.0,242.0,248.0,360600000.0
55321,11641.808010981244,0.0120383875856039,426,75.0,0,1500.0,8,254.37,0,1500.0,5458.0,49.62,35.01,1855.0,2.24,2.94,2436.61,334.37,1412.33,3095.93,5370.74,7985.95,12260.42,17149.43,24606.63,30874.79,37819.71,582.0,412.0,176.0,231.0,231.0,488400000.0
55502,11102.130822399831,0.0073538432723291,139,36.81,0,1500.0,2,36.81,0,1500.0,2216.0,49.05,36.2,780.0,1.83,2.84,1210.93,286.03,1034.94,2185.66,4089.64,6132.98,8030.67,9883.12,12655.45,16721.99,23102.78,303.0,132.0,126.0,159.0,164.0,541200000.0
56632,14067.903351970106,0.0,545,181.5,1,565.24,8,427.78,0,1500.0,7978.0,50.31,34.75,2713.0,3.42,2.94,2332.75,198.29,398.95,978.7,3744.87,7879.08,13225.92,20750.6,28098.99,37097.91,46767.84,1140.0,398.0,260.0,347.0,352.0,568580000.0
56654,14091.671211527557,0.0132209056296778,323,50.84,0,1500.0,6,148.71,0,1500.0,3678.0,51.47,35.32,1276.0,1.92,2.88,1915.62,650.0,2556.55,5293.49,7928.48,10460.11,13853.62,19332.58,25190.36,33383.61,41534.7,379.0,233.0,247.0,318.0,322.0,196500000.0
56685,13020.155197295797,0.0131384060733767,567,49.7,0,1500.0,6,488.41,0,1500.0,5779.0,51.1,34.6,1993.0,2.35,2.9,2459.15,628.5,2380.7,4030.11,6676.79,9994.64,13727.09,18249.51,25185.68,31899.46,41275.52,856.0,252.0,132.0,177.0,180.0,291260000.0
56711,12996.317026338136,0.0116047317459637,161,40.66,0,1500.0,1,986.12,0,1500.0,4648.0,49.76,35.28,1579.0,1.83,2.94,2539.89,545.51,1808.09,3518.0,5447.17,8760.52,14256.66,19863.19,24957.77,31090.62,36457.34,554.0,182.0,186.0,200.0,206.0,74400000.0
58641,12605.763585701186,0.0126450989610657,527,103.03,0,1500.0,7,392.44,1,729.26,5646.0,50.25,34.62,1955.0,2.29,2.89,2465.5,269.05,1237.87,3472.95,5396.39,7833.58,11206.69,15926.72,22635.89,30929.4,39725.75,974.0,270.0,157.0,178.0,187.0,279270000.0
60578,14196.10641226136,0.0141236993119712,542,227.1,0,1500.0,15,256.0,0,1500.0,14873.0,49.01,33.75,5160.0,4.07,2.88,3654.3,97.43,221.99,1263.34,2942.85,5713.25,9381.74,15882.6,23786.72,33918.46,44370.91,1570.0,1085.0,142.0,253.0,256.0,382000000.0
63301,13189.299350181414,0.014229842926618,547,43.03,0,1500.0,4,576.48,0,1500.0,6689.0,49.83,34.8,2303.0,2.02,2.9,3311.39,651.91,2693.05,5488.66,8654.76,12735.09,17686.48,23694.68,30627.01,37252.02,44704.37,1076.0,309.0,69.0,158.0,161.0,341600000.0
52742,11656.99130692734,0.0091343191699947,341,44.88,0,1500.0,5,143.04,0,1500.0,4215.0,50.27,36.5,1497.0,3.63,2.82,1161.16,467.06,1632.0,3896.27,6437.64,9723.35,13334.49,16923.67,20480.62,24678.73,28696.31,407.0,140.0,346.0,480.0,482.0,286700000.0
52773,14138.544600795944,0.0064412933920242,150,208.18,0,1500.0,0,1500.0,0,1500.0,3511.0,49.16,38.36,1296.0,4.38,2.71,801.6,23.93,297.14,780.75,1768.64,3685.01,7404.57,11467.37,14303.76,16991.79,20235.92,232.0,222.0,169.0,487.0,488.0,71000000.0
52821,12650.716144023738,0.0,491,82.51,0,1500.0,26,205.41,0,1500.0,5848.0,49.95,36.24,2064.0,4.05,2.83,1443.95,938.55,3156.15,5822.99,9952.36,14382.9,20328.58,25612.48,30555.41,36364.78,43286.3,497.0,330.0,340.0,499.0,503.0,190750000.0
52914,13818.410769560523,0.0112582864489401,358,15.33,0,1500.0,3,732.26,0,1500.0,4534.0,49.87,37.54,1659.0,4.74,2.73,956.54,279.59,1255.71,3108.54,5153.97,7832.17,11318.5,16342.02,21715.98,28480.28,35368.95,371.0,210.0,431.0,646.0,649.0,323000000.0
55330,13183.594097782105,0.0059422758003551,236,244.26,0,1500.0,6,335.86,1,806.27,4034.0,49.7,36.82,1418.0,3.12,2.84,1292.95,0.0,25.42,761.32,1682.42,3589.04,7069.08,10497.29,13931.76,16657.36,18668.21,390.0,160.0,374.0,420.0,438.0,169520000.0
55403,11468.747593539623,0.0,286,167.02,0,1500.0,8,828.5,0,1500.0,4624.0,49.87,35.44,1587.0,3.26,2.91,1418.4,0.0,273.82,1211.68,2411.81,4332.03,7337.72,11325.72,15690.86,22518.66,30725.9,380.0,199.0,210.0,354.0,356.0,95100000.0
55551,14340.67527451,0.0,397,23.93,0,1500.0,4,339.07,0,1500.0,6357.0,49.25,36.56,2213.0,4.63,2.87,1373.0,627.32,1708.01,3878.17,7090.07,11386.86,16573.54,22339.51,28125.44,33876.76,40552.62,580.0,272.0,294.0,467.0,467.0,244800000.0
62586,11399.36838985558,0.0111530436512712,297,104.86,0,1500.0,2,376.76,1,464.31,3910.0,49.92,35.49,1358.0,4.39,2.88,890.66,278.86,1434.83,3458.29,6414.55,9482.92,12957.7,17002.84,22760.95,29054.77,35038.32,379.0,166.0,227.0,442.0,442.0,51880000.0
63446,11225.69559189082,0.0111848905553839,331,160.37,0,1500.0,8,452.75,0,1500.0,4431.0,50.53,35.44,1470.0,3.11,3.01,1424.76,144.45,643.2,1465.84,4037.87,7515.64,12212.66,16212.28,20936.39,27951.38,35138.37,325.0,297.0,249.0,386.0,387.0,214500000.0
65223,12257.988652676093,0.013358743359692,254,337.97,0,1500.0,4,403.8,0,1500.0,5114.0,50.25,36.17,1778.0,2.69,2.88,1901.12,0.0,249.73,1303.26,4008.43,7631.63,11893.16,17278.1,23401.93,31526.37,41967.73,292.0,344.0,207.0,308.0,313.0,155500000.0
69989,12241.354672882564,0.0,98,71.41,0,1500.0,1,998.9,0,1500.0,5600.0,49.39,37.42,2007.0,3.16,2.79,1772.15,267.46,785.74,1230.6,2051.57,3550.73,4939.51,7726.93,10624.02,13984.43,19495.38,426.0,266.0,443.0,614.0,656.0,265500000.0
55271,16684.77276024209,0.0129738748763072,562,12.18,0,1500.0,10,128.87,0,1500.0,1895.0,50.87,35.52,687.0,1.02,2.76,1857.84,693.34,1888.53,5582.6,9385.57,14185.86,18306.94,22002.16,28216.27,33826.68,40758.63,221.0,96.0,74.0,110.0,114.0,66600000.0
58150,15573.872485002015,0.0103840387972398,385,36.64,0,1500.0,7,213.7,1,501.36,1964.0,50.2,36.38,724.0,0.95,2.71,2067.37,229.28,1339.31,3083.0,5323.91,8758.6,11683.93,15612.35,19409.92,25964.73,32622.42,223.0,99.0,129.0,179.0,180.0,109310000.0
58609,15542.853992346643,0.0118808050933498,286,145.31,0,1500.0,5,365.15,0,1500.0,2063.0,49.93,36.03,716.0,0.91,2.88,2267.03,528.93,2059.21,4247.88,6801.24,10422.16,14473.12,18438.86,24270.24,30103.56,37324.65,249.0,82.0,138.0,185.0,195.0,128600000.0
58668,14556.9881756498,0.0132631421684756,553,38.28,0,1500.0,21,385.75,3,278.14,3946.0,49.97,34.67,1394.0,1.27,2.83,3107.09,0.0,569.67,1832.82,4059.96,7334.73,11537.05,17457.79,24391.17,33020.54,41667.39,437.0,243.0,82.0,202.0,204.0,134850000.0
62137,16532.023044601283,0.0141382556230664,380,134.61,0,1500.0,10,605.03,0,1500.0,2479.0,50.3,35.8,891.0,0.95,2.78,2609.47,199.38,912.28,2059.13,4839.01,9351.7,14661.21,21334.29,28773.38,36665.66,44416.64,260.0,140.0,90.0,154.0,164.0,161000000.0
62767,12703.642560367143,0.0164999653729036,723,101.04,1,749.78,13,201.22,0,1500.0,2710.0,48.34,34.76,960.0,1.15,2.82,2356.52,199.7,528.4,2570.31,6901.14,10891.68,17596.23,24240.08,33080.29,42272.71,51836.17,294.0,137.0,68.0,112.0,112.0,220900000.0
63271,15919.84257200671,0.0133705876705569,397,125.82,0,1500.0,4,244.88,0,1500.0,4710.0,50.02,35.04,1599.0,1.26,2.95,3738.1,0.0,909.8,2820.52,5833.81,10249.27,14960.02,20294.9,26563.0,33613.7,42004.94,518.0,232.0,108.0,211.0,218.0,201000000.0
65157,12609.970585301788,0.0141992756282478,468,41.09,0,1500.0,14,495.41,1,649.67,3919.0,49.48,34.57,1364.0,1.42,2.87,2759.86,173.58,716.99,1794.83,4388.84,7518.43,11854.69,17655.41,25308.94,35195.64,44608.34,406.0,183.0,120.0,322.0,338.0,142750000.0
65311,12827.32840902741,0.0115800913776742,232,156.86,0,1500.0,4,158.05,0,1500.0,5222.0,49.83,35.16,1821.0,1.9,2.87,2748.42,295.05,979.22,2667.71,5017.56,9070.83,13283.0,17874.75,22306.91,28769.74,36379.93,552.0,313.0,160.0,262.0,268.0,240600000.0
65369,13453.164764999943,0.0151885127263321,425,19.98,0,1500.0,13,197.44,0,1500.0,3205.0,49.77,34.48,1104.0,1.24,2.9,2584.68,476.25,2186.9,5310.04,8517.65,11976.02,15721.93,21472.32,27709.78,37559.71,47716.12,301.0,218.0,84.0,170.0,172.0,254570000.0
65370,14554.519444808202,0.0155538719967927,294,93.85,0,1500.0,6,344.05,0,1500.0,8115.0,50.13,34.74,2792.0,2.47,2.91,3285.43,375.59,1333.62,2772.99,5686.46,8920.74,13688.15,19829.87,27168.39,37304.76,48863.93,893.0,423.0,145.0,275.0,279.0,258230000.0
65383,16403.338403238547,0.0135708937157346,147,51.13,0,1500.0,8,538.0,1,247.31,3499.0,49.53,34.77,1189.0,0.95,2.94,3683.16,787.51,1999.0,4114.91,7962.4,12485.53,17870.05,21769.85,28107.72,35484.68,42634.22,370.0,131.0,56.0,112.0,112.0,125500000.0
69441,14855.2797735637,0.0105410865288851,108,343.49,0,1500.0,2,759.66,0,1500.0,5885.0,50.43,35.51,2089.0,2.27,2.82,2592.51,692.78,1999.37,3453.22,5299.23,7180.46,10482.34,14309.05,18824.73,26229.47,33115.8,623.0,250.0,164.0,313.0,329.0,510460000.0
56364,11083.869741311262,0.0,586,40.36,0,1500.0,15,453.09,0,1500.0,2942.0,49.83,35.35,1004.0,1.24,2.93,2372.58,149.66,611.93,2088.8,4554.61,7438.06,12156.14,18339.91,24837.04,33090.69,43532.14,392.0,123.0,54.0,73.0,78.0,244000000.0
61833,11011.83928147967,0.0165282026429069,295,86.64,0,1500.0,15,203.57,0,1500.0,4455.0,48.96,35.49,1575.0,2.7,2.83,1650.0,322.02,964.74,3858.42,7640.74,12500.64,18998.16,24749.66,30415.19,39756.53,51924.88,430.0,234.0,118.0,141.0,158.0,317950000.0
62163,11787.42506869438,0.0156245877211073,666,38.0,0,1500.0,19,179.44,0,1500.0,5384.0,49.85,34.57,1897.0,1.41,2.84,3818.44,685.42,2687.47,6593.28,10303.51,14430.7,20917.53,26296.37,32553.29,40025.15,49086.09,447.0,311.0,73.0,125.0,125.0,66135000.0
62306,13149.38512040104,0.0192006305881425,524,27.1,0,1500.0,9,715.21,0,1500.0,7138.0,49.93,33.54,2378.0,1.72,3.0,4150.0,602.69,2321.66,4467.44,7870.57,13991.06,21351.51,29017.61,40006.6,50058.97,60320.56,639.0,270.0,80.0,138.0,138.0,121030000.0
62619,11672.750791668128,0.0,372,20.8,0,1500.0,17,197.98,0,1500.0,5992.0,49.72,34.93,2123.0,2.33,2.82,2571.67,429.22,2642.71,6268.77,11344.05,16459.73,21658.43,27082.74,33655.61,40908.03,50193.97,770.0,308.0,153.0,302.0,305.0,310000000.0
62931,10843.308897576107,0.0127329811375422,393,12.65,0,1500.0,7,277.82,0,1500.0,6693.0,49.75,34.28,2275.0,2.75,2.94,2433.82,768.81,3064.0,6699.12,9932.73,13541.32,18057.12,22635.55,27399.75,32319.38,40001.84,734.0,268.0,157.0,249.0,252.0,114400000.0
63471,11488.73710602391,0.0159965964850903,302,14.57,0,1500.0,12,113.16,1,593.15,3233.0,50.42,35.27,1107.0,1.11,2.92,2912.61,489.9,2196.92,4605.82,7650.18,10625.37,16014.99,22272.97,29815.82,38608.06,50254.79,201.0,164.0,58.0,69.0,70.0,257200000.0
65250,12434.981315780436,0.0171674070915503,393,172.3,0,1500.0,6,357.25,1,729.06,5036.0,49.46,33.75,1704.0,1.76,2.96,2861.36,270.11,744.87,2457.31,5570.34,10554.77,16872.2,24629.38,33415.7,44103.22,53933.0,484.0,296.0,63.0,149.0,150.0,127600000.0
65372,10641.25818163127,0.0127210572492057,248,253.61,0,1500.0,10,285.12,0,1500.0,3278.0,50.67,34.08,1143.0,1.26,2.87,2601.59,668.21,1591.2,3771.54,6914.82,10800.39,15252.72,19526.92,26774.9,33843.63,39964.38,495.0,164.0,92.0,158.0,159.0,163700000.0
65374,11577.704386744275,0.0140346648537067,214,99.38,0,1500.0,2,656.32,0,1500.0,3625.0,49.54,34.84,1242.0,1.28,2.92,2832.03,733.83,2663.54,6167.5,9927.08,13511.46,18430.56,24258.0,31175.35,37898.76,44091.2,535.0,85.0,69.0,99.0,99.0,45000000.0
68289,12976.580907265385,0.0251225854853636,404,18.58,0,1500.0,24,98.83,0,1500.0,9440.0,50.92,35.82,3269.0,2.16,2.89,4370.37,774.9,3196.8,7746.16,14992.55,23523.22,33169.6,42905.16,53692.95,65227.13,78924.93,963.0,632.0,25.0,47.0,47.0,432500000.0
68825,13567.377601520997,0.0270024440956935,394,22.26,0,1500.0,4,368.38,0,1500.0,8005.0,49.63,34.59,2686.0,1.14,2.98,7021.93,880.69,3619.91,8474.98,15472.8,23465.95,33184.39,43306.49,54764.27,68901.23,84830.68,810.0,483.0,15.0,121.0,123.0,178670000.0
69964,12244.563568056512,0.0,39,125.35,0,1500.0,0,1500.0,0,1500.0,3951.0,49.51,34.39,1361.0,1.23,2.9,3212.2,29.43,1048.57,2975.25,6087.89,10202.45,14422.26,19763.09,26028.92,33245.51,40658.83,390.0,145.0,76.0,148.0,150.0,206150000.0
70215,11868.55699017092,0.0133624675853604,58,116.93,0,1500.0,1,419.68,0,1500.0,4025.0,49.04,34.91,1383.0,1.12,2.91,3593.75,0.0,863.67,2378.42,4805.38,8050.99,12385.05,17726.69,24822.42,32324.33,41979.43,421.0,140.0,67.0,91.0,91.0,232850000.0
